Diplotype,Activity Score,Coded Diplotype/Phenotype Summary,EHR Priority Notation
*13/*18,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*19,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*20,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*21,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*22,,Indeterminate,none
*13/*23,,Indeterminate,none
*13/*24,,Indeterminate,none
*13/*25,,Indeterminate,none
*13/*26,,Indeterminate,none
*13/*27,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*27x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13/*28,,Indeterminate,none
*13/*28x2,,Indeterminate,none
*13/*29,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*29x2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*30,,Indeterminate,none
*13/*31,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*32,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*33,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*34,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*35,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*35x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13/*36,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*36+*10,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*36+*10x2,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*36x2,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*36x2+*10,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*36x2+*10x2,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*37,,Indeterminate,none
*13/*38,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*39,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*40,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*41,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*41x2,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*41x3,0.75,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*42,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*43,,Indeterminate,none
*13/*43x2,,Indeterminate,none
*13/*44,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*45,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*45x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13/*46,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*47,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*48,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*49,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*50,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*51,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*52,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*53,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*54,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*55,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*56,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*58,,Indeterminate,none
*13/*59,0.5,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*60,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*61,,Indeterminate,none
*13/*62,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*63,,Indeterminate,none
*13/*64,,Indeterminate,none
*13/*65,,Indeterminate,none
*13/*68,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*68+*2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*68+*4,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*69,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*70,,Indeterminate,none
*13/*71,,Indeterminate,none
*13/*72,,Indeterminate,none
*13/*73,,Indeterminate,none
*13/*74,,Indeterminate,none
*13/*75,,Indeterminate,none
*13/*81,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*82,,Indeterminate,none
*13/*83,,Indeterminate,none
*13/*84,,Indeterminate,none
*13/*85,,Indeterminate,none
*13/*86,,Indeterminate,none
*13/*87,,Indeterminate,none
*13/*88,,Indeterminate,none
*13/*89,,Indeterminate,none
*13/*90,,Indeterminate,none
*13/*91,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*92,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*93,,Indeterminate,none
*13/*94,,Indeterminate,none
*13/*95,,Indeterminate,none
*13/*96,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*97,,Indeterminate,none
*13/*98,,Indeterminate,none
*13/*99,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*100,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*101,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*102,,Indeterminate,none
*13/*103,,Indeterminate,none
*13/*104,,Indeterminate,none
*13/*105,,Indeterminate,none
*13/*106,,Indeterminate,none
*13/*107,,Indeterminate,none
*13/*108,,Indeterminate,none
*13/*109,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*110,,Indeterminate,none
*13/*111,,Indeterminate,none
*13/*112,,Indeterminate,none
*13/*113,,Indeterminate,none
*13/*114,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*115,,Indeterminate,none
*13/*116,,Indeterminate,none
*13/*117,,Indeterminate,none
*13/*118,,Indeterminate,none
*13/*119,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*120,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*121,,Indeterminate,none
*13/*122,,Indeterminate,none
*13/*123,,Indeterminate,none
*13/*124,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*125,,Indeterminate,none
*13/*126,,Indeterminate,none
*13/*127,,Indeterminate,none
*13/*128,,Indeterminate,none
*13/*129,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*130,,Indeterminate,none
*13/*131,,Indeterminate,none
*13/*132,0.25,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13/*133,,Indeterminate,none
*13/*134,,Indeterminate,none
*13/*135,,Indeterminate,none
*13/*136,,Indeterminate,none
*13/*137,,Indeterminate,none
*13/*138,,Indeterminate,none
*13/*139,,Indeterminate,none
*13/*140,,Indeterminate,none
*13/*141,,Indeterminate,none
*13/*142,,Indeterminate,none
*13/*143,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*144,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*145,,Indeterminate,none
*13/*146,,Indeterminate,none
*13/*146x2,,Indeterminate,none
*13/*147,,Indeterminate,none
*13/*148,,Indeterminate,none
*13/*149,,Indeterminate,none
*13/*152,,Indeterminate,none
*13/*153,,Indeterminate,none
*13/*154,,Indeterminate,none
*13/*155,,Indeterminate,none
*13/*156,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*157,,Indeterminate,none
*13/*158,,Indeterminate,none
*13/*159,,Indeterminate,none
*13/*160,,Indeterminate,none
*13/*161,0.0,Poor Metabolizer,Abnormal/Priority/High Risk
*13/*162,,Indeterminate,none
*13/*163,,Indeterminate,none
*13+*1/*13+*1,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*13+*1x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1/*13+*2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*13+*68x2+*4,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*14,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*15,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*17,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*17x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*18,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*19,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*20,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*21,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*22,,Indeterminate,none
*13+*1/*23,,Indeterminate,none
*13+*1/*24,,Indeterminate,none
*13+*1/*25,,Indeterminate,none
*13+*1/*26,,Indeterminate,none
*13+*1/*27,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*27x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1/*28,,Indeterminate,none
*13+*1/*28x2,,Indeterminate,none
*13+*1/*29,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*29x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*30,,Indeterminate,none
*13+*1/*31,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*32,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*33,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*34,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*35,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*35x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1/*36,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*36+*10,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*36+*10x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*36x2,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*36x2+*10,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*36x2+*10x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*37,,Indeterminate,none
*13+*1/*38,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*39,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*40,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*41,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*41x2,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*41x3,1.75,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*42,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*43,,Indeterminate,none
*13+*1/*43x2,,Indeterminate,none
*13+*1/*44,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*45,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*45x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1/*46,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*47,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*48,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*49,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*50,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*51,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*52,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*53,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*54,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*55,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*56,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*58,,Indeterminate,none
*13+*1/*59,1.5,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*60,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*61,,Indeterminate,none
*13+*1/*62,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*63,,Indeterminate,none
*13+*1/*64,,Indeterminate,none
*13+*1/*65,,Indeterminate,none
*13+*1/*68,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*68+*2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*68+*4,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*69,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*70,,Indeterminate,none
*13+*1/*71,,Indeterminate,none
*13+*1/*72,,Indeterminate,none
*13+*1/*73,,Indeterminate,none
*13+*1/*74,,Indeterminate,none
*13+*1/*75,,Indeterminate,none
*13+*1/*81,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*82,,Indeterminate,none
*13+*1/*83,,Indeterminate,none
*13+*1/*84,,Indeterminate,none
*13+*1/*85,,Indeterminate,none
*13+*1/*86,,Indeterminate,none
*13+*1/*87,,Indeterminate,none
*13+*1/*88,,Indeterminate,none
*13+*1/*89,,Indeterminate,none
*13+*1/*90,,Indeterminate,none
*13+*1/*91,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*92,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*93,,Indeterminate,none
*13+*1/*94,,Indeterminate,none
*13+*1/*95,,Indeterminate,none
*13+*1/*96,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*97,,Indeterminate,none
*13+*1/*98,,Indeterminate,none
*13+*1/*99,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*100,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*101,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*102,,Indeterminate,none
*13+*1/*103,,Indeterminate,none
*13+*1/*104,,Indeterminate,none
*13+*1/*105,,Indeterminate,none
*13+*1/*106,,Indeterminate,none
*13+*1/*107,,Indeterminate,none
*13+*1/*108,,Indeterminate,none
*13+*1/*109,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*110,,Indeterminate,none
*13+*1/*111,,Indeterminate,none
*13+*1/*112,,Indeterminate,none
*13+*1/*113,,Indeterminate,none
*13+*1/*114,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*115,,Indeterminate,none
*13+*1/*116,,Indeterminate,none
*13+*1/*117,,Indeterminate,none
*13+*1/*118,,Indeterminate,none
*13+*1/*119,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*120,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*121,,Indeterminate,none
*13+*1/*122,,Indeterminate,none
*13+*1/*123,,Indeterminate,none
*13+*1/*124,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*125,,Indeterminate,none
*13+*1/*126,,Indeterminate,none
*13+*1/*127,,Indeterminate,none
*13+*1/*128,,Indeterminate,none
*13+*1/*129,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*130,,Indeterminate,none
*13+*1/*131,,Indeterminate,none
*13+*1/*132,1.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1/*133,,Indeterminate,none
*13+*1/*134,,Indeterminate,none
*13+*1/*135,,Indeterminate,none
*13+*1/*136,,Indeterminate,none
*13+*1/*137,,Indeterminate,none
*13+*1/*138,,Indeterminate,none
*13+*1/*139,,Indeterminate,none
*13+*1/*140,,Indeterminate,none
*13+*1/*141,,Indeterminate,none
*13+*1/*142,,Indeterminate,none
*13+*1/*143,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*144,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*145,,Indeterminate,none
*13+*1/*146,,Indeterminate,none
*13+*1/*146x2,,Indeterminate,none
*13+*1/*147,,Indeterminate,none
*13+*1/*148,,Indeterminate,none
*13+*1/*149,,Indeterminate,none
*13+*1/*152,,Indeterminate,none
*13+*1/*153,,Indeterminate,none
*13+*1/*154,,Indeterminate,none
*13+*1/*155,,Indeterminate,none
*13+*1/*156,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*157,,Indeterminate,none
*13+*1/*158,,Indeterminate,none
*13+*1/*159,,Indeterminate,none
*13+*1/*160,,Indeterminate,none
*13+*1/*161,1.0,Intermediate Metabolizer,Abnormal/Priority/High Risk
*13+*1/*162,,Indeterminate,none
*13+*1/*163,,Indeterminate,none
*13+*1x2/*13+*1x2,4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*13+*2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*13+*68x2+*4,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*14,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*15,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*17,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*17x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*18,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*19,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*20,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*21,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*22,,Indeterminate,none
*13+*1x2/*23,,Indeterminate,none
*13+*1x2/*24,,Indeterminate,none
*13+*1x2/*25,,Indeterminate,none
*13+*1x2/*26,,Indeterminate,none
*13+*1x2/*27,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*27x2,4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*28,,Indeterminate,none
*13+*1x2/*28x2,,Indeterminate,none
*13+*1x2/*29,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*29x2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*30,,Indeterminate,none
*13+*1x2/*31,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*32,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*33,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*34,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*35,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*35x2,4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*36,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*36+*10,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*36+*10x2,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*36x2,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*36x2+*10,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*36x2+*10x2,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*37,,Indeterminate,none
*13+*1x2/*38,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*39,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*40,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*41,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*41x2,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*41x3,2.75,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*42,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*43,,Indeterminate,none
*13+*1x2/*43x2,,Indeterminate,none
*13+*1x2/*44,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*45,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*45x2,4.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*46,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*47,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*48,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*49,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*50,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*51,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*52,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*53,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*54,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*55,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*56,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*58,,Indeterminate,none
*13+*1x2/*59,2.5,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*60,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*61,,Indeterminate,none
*13+*1x2/*62,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*63,,Indeterminate,none
*13+*1x2/*64,,Indeterminate,none
*13+*1x2/*65,,Indeterminate,none
*13+*1x2/*68,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*68+*2,3.0,Ultrarapid Metabolizer,Abnormal/Priority/High Risk
*13+*1x2/*68+*4,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*69,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*70,,Indeterminate,none
*13+*1x2/*71,,Indeterminate,none
*13+*1x2/*72,,Indeterminate,none
*13+*1x2/*73,,Indeterminate,none
*13+*1x2/*74,,Indeterminate,none
*13+*1x2/*75,,Indeterminate,none
*13+*1x2/*81,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*82,,Indeterminate,none
*13+*1x2/*83,,Indeterminate,none
*13+*1x2/*84,,Indeterminate,none
*13+*1x2/*85,,Indeterminate,none
*13+*1x2/*86,,Indeterminate,none
*13+*1x2/*87,,Indeterminate,none
*13+*1x2/*88,,Indeterminate,none
*13+*1x2/*89,,Indeterminate,none
*13+*1x2/*90,,Indeterminate,none
*13+*1x2/*91,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*92,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*93,,Indeterminate,none
*13+*1x2/*94,,Indeterminate,none
*13+*1x2/*95,,Indeterminate,none
*13+*1x2/*96,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*97,,Indeterminate,none
*13+*1x2/*98,,Indeterminate,none
*13+*1x2/*99,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*100,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*101,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*102,,Indeterminate,none
*13+*1x2/*103,,Indeterminate,none
*13+*1x2/*104,,Indeterminate,none
*13+*1x2/*105,,Indeterminate,none
*13+*1x2/*106,,Indeterminate,none
*13+*1x2/*107,,Indeterminate,none
*13+*1x2/*108,,Indeterminate,none
*13+*1x2/*109,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*110,,Indeterminate,none
*13+*1x2/*111,,Indeterminate,none
*13+*1x2/*112,,Indeterminate,none
*13+*1x2/*113,,Indeterminate,none
*13+*1x2/*114,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*115,,Indeterminate,none
*13+*1x2/*116,,Indeterminate,none
*13+*1x2/*117,,Indeterminate,none
*13+*1x2/*118,,Indeterminate,none
*13+*1x2/*119,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*120,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*121,,Indeterminate,none
*13+*1x2/*122,,Indeterminate,none
*13+*1x2/*123,,Indeterminate,none
*13+*1x2/*124,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*125,,Indeterminate,none
*13+*1x2/*126,,Indeterminate,none
*13+*1x2/*127,,Indeterminate,none
*13+*1x2/*128,,Indeterminate,none
*13+*1x2/*129,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*130,,Indeterminate,none
*13+*1x2/*131,,Indeterminate,none
*13+*1x2/*132,2.25,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*133,,Indeterminate,none
*13+*1x2/*134,,Indeterminate,none
*13+*1x2/*135,,Indeterminate,none
*13+*1x2/*136,,Indeterminate,none
*13+*1x2/*137,,Indeterminate,none
*13+*1x2/*138,,Indeterminate,none
*13+*1x2/*139,,Indeterminate,none
*13+*1x2/*140,,Indeterminate,none
*13+*1x2/*141,,Indeterminate,none
*13+*1x2/*142,,Indeterminate,none
*13+*1x2/*143,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*144,2.0,Normal Metabolizer,Normal/Routine/ Low Risk
*13+*1x2/*145,,Indeterminate,none
*13+*1x2/*146,,Indeterminate,none
*13+*1x2/*146x2,,Indeterminate,none
*13+*1x2/*147,,Indeterminate,none
*13+*1x2/*148,,Indeterminate,none
*13+*1x2/*149,,Indeterminate,none
